project,geo,samplingdate,Region,seroprev_est,seroprev_lo95,seroprev_hi95,sero_denom,miss_denom,ab_target,interpretation,adjust_assay,adjust_pop
CBS,NL,11/20/2022,Atlantic,0.7558,0.6749,0.8367,69,0,N,infection-induced,1,1
CBS,NL,11/27/2022,Atlantic,0.6653,0.591,0.7397,90,0,N,infection-induced,1,1
CBS,NL,12/4/2022,Atlantic,0.7806,0.6841,0.8772,76,0,N,infection-induced,1,1
CBS,NL,12/11/2022,Atlantic,0.7023,0.6435,0.761,241,0,N,infection-induced,1,1
CBS,NL,12/20/2022,Atlantic,0.8356,0.7649,0.9063,83,0,N,infection-induced,1,1
CBS,NL,12/27/2022,Atlantic,0.7963,0.5952,0.8975,43,0,N,infection-induced,1,1
CBS,NL,1/4/2023,Atlantic,0.7584,0.7025,0.8143,132,0,N,infection-induced,1,1
CBS,NL,1/11/2023,Atlantic,0.7673,0.6723,0.8623,48,0,N,infection-induced,1,1
CBS,NL,1/20/2023,Atlantic,0.638,0.5392,0.7367,52,0,N,infection-induced,1,1
CBS,NL,1/27/2023,Atlantic,0.8362,0.7633,0.7903,107,0,N,infection-induced,1,1
CBS,NL,2/4/2023,Atlantic,0.8942,0.8064,0.982,26,0,N,infection-induced,1,1
CBS,NL,2/11/2023,Atlantic,0.7901,0.7399,0.8403,128,0,N,infection-induced,1,1
CBS,NL,2/18/2023,Atlantic,0.7702,0.7176,0.8228,180,0,N,infection-induced,1,1
CBS,NL,2/25/2023,Atlantic,0.7825,0.7191,0.8459,116,0,N,infection-induced,1,1
CBS,NL,3/4/2023,Atlantic,0.7831,0.6873,0.8789,90,0,N,infection-induced,1,1
CBS,NL,3/11/2023,Atlantic,0.8077,0.7613,0.8541,262,0,N,infection-induced,1,1
CBS,NL,3/18/2023,Atlantic,0.7909,0.7251,0.8567,136,0,N,infection-induced,1,1
CBS,NL,3/26/2023,Atlantic,0.6909,0.5848,0.797,67,0,N,infection-induced,1,1
CBS,NL,4/4/2023,Atlantic,0.768,0.686,0.85,115,0,N,infection-induced,1,1
CBS,NL,4/11/2023,Atlantic,0.8276,0.7746,0.8806,211,0,N,infection-induced,1,1
CBS,NL,4/18/2023,Atlantic,0.8103,0.7326,0.8879,110,0,N,infection-induced,1,1
CBS,NL,4/26/2023,Atlantic,0.8385,0.787,0.8899,213,0,N,infection-induced,1,1
CBS,NL,5/4/2023,Atlantic,0.875,0.8326,0.9174,106,0,N,infection-induced,1,1
CBS,NL,5/11/2023,Atlantic,0.7896,0.7231,0.856,61,0,N,infection-induced,1,1
CBS,NL,5/18/2023,Atlantic,0.6919,0.5692,0.8145,26,0,N,infection-induced,1,1
CBS,NL,5/27/2023,Atlantic,0.7936,0.7279,0.8592,70,0,N,infection-induced,1,1
CBS,NL,6/4/2023,Atlantic,0.8096,0.7734,0.8458,82,0,N,infection-induced,1,1
CBS,NL,6/18/2023,Atlantic,0.7629,0.6798,0.8461,15,0,N,infection-induced,1,1
CBS,NL,6/27/2023,Atlantic,0.8312,0.7283,0.9342,14,0,N,infection-induced,1,1
CBS,NL,7/4/2023,Atlantic,0.8455,0.765,0.926,40,0,N,infection-induced,1,1
CBS,NL,7/11/2023,Atlantic,0.7728,0.6982,0.8474,76,0,N,infection-induced,1,1
CBS,NL,7/18/2023,Atlantic,0.9029,0.8247,0.9811,24,0,N,infection-induced,1,1
CBS,NL,7/27/2023,Atlantic,0.8404,0.8018,0.8789,118,0,N,infection-induced,1,1
CBS,NL,8/4/2023,Atlantic,0.8076,0.7501,0.8651,101,0,N,infection-induced,1,1
CBS,NL,8/11/2023,Atlantic,0.8675,0.7924,0.9425,54,0,N,infection-induced,1,1
CBS,NL,8/18/2023,Atlantic,0.6854,0.5337,0.837,23,0,N,infection-induced,1,1
CBS,NL,8/27/2023,Atlantic,0.8546,0.8152,0.8939,178,0,N,infection-induced,1,1
CBS,NL,9/4/2023,Atlantic,0.8468,0.7966,0.8971,160,0,N,infection-induced,1,1
CBS,NL,9/11/2023,Atlantic,0.796,0.6753,0.9167,34,0,N,infection-induced,1,1
CBS,NL,9/18/2023,Atlantic,0.8592,0.8088,0.9096,145,0,N,infection-induced,1,1
CBS,NL,9/27/2023,Atlantic,0.7917,0.7255,0.8578,124,0,N,infection-induced,1,1
CBS,NL,10/4/2023,Atlantic,0.85,0.79,0.9,137,0,N,infection-induced,1,1
CBS,NL,10/11/2023,Atlantic,0.8747,0.8183,0.9311,104,0,N,infection-induced,1,1
CBS,NL,10/18/2023,Atlantic,0.88,0.81,0.95,57,0,N,infection-induced,1,1
CBS,NL,10/27/2023,Atlantic,0.84,0.79,0.9,118,0,N,infection-induced,1,1
CBS,NL,11/4/2023,Atlantic,0.8112,0.7299,0.8924,78,0,N,infection-induced,1,1
CBS,NL,11/11/2023,Atlantic,0.841,0.7624,0.9195,79,0,N,infection-induced,1,1
CBS,NL,11/18/2023,Atlantic,0.8914,0.8466,0.9361,161,0,N,infection-induced,1,1
CBS,NL,11/27/2023,Atlantic,0.7909,0.7473,0.8346,423,0,N,infection-induced,1,1
CBS,NL,12/4/2023,Atlantic,0.8504,0.7964,0.9044,129,0,N,infection-induced,1,1
CBS,NL,12/11/2023,Atlantic,0.8294,0.6767,0.9821,19,0,N,infection-induced,1,1
CBS,NL,12/18/2023,Atlantic,0.8333,0.782,0.8847,148,0,N,infection-induced,1,1
CBS,NL,12/27/2023,Atlantic,0.8281,0.7766,0.8796,153,0,N,infection-induced,1,1
CBS,NL,1/14/2021,Atlantic,0.0088,0,0.0176,474,0,S,induced by either,1,1
CBS,NL,3/6/2021,Atlantic,0.0225,0.0049,0.0401,322,0,S,induced by either,1,1
CBS,NL,4/21/2021,Atlantic,0.1796,0.1379,0.2213,432,0,S,induced by either,1,1
CBS,NL,5/28/2021,Atlantic,0.4525,0.398,0.5071,258,0,S,induced by either,1,1
CBS,NL,6/21/2021,Atlantic,0.9077,0.8737,0.9417,243,0,S,induced by either,1,1
CBS,NL,7/18/2021,Atlantic,0.982,0.9558,1.0082,176,0,S,induced by either,1,1
CBS,NL,8/20/2021,Atlantic,1,0.9857,1,135,0,S,induced by either,1,1
CBS,NL,9/19/2021,Atlantic,0.9847,0.961,1,320,0,S,induced by either,1,1
CBS,NL,10/18/2021,Atlantic,1,0.9973,1,2245,0,S,induced by either,1,1
CBS,NL,11/18/2021,Atlantic,0.9965,0.9783,1,2048,0,S,induced by either,1,1
CBS,NL,12/22/2021,Atlantic,1,0.9895,1,136,0,S,induced by either,1,1
CBS,NL,1/15/2022,Atlantic,1,0.993,1,516,0,S,induced by either,1,1
CBS,NL,2/14/2022,Atlantic,1,1,1,394,0,S,induced by either,1,1
CBS,NL,3/16/2022,Atlantic,1,0.9928,1,235,0,S,induced by either,1,1
CBS,NL,4/15/2022,Atlantic,1,0.9968,1,510,0,S,induced by either,1,1
CBS,NL,5/15/2022,Atlantic,1,1,1,422,0,S,induced by either,1,1
CBS,NL,6/15/2022,Atlantic,1,1,1,385,0,S,induced by either,1,1
CBS,NL,7/16/2022,Atlantic,1,0.9989,1,412,0,S,induced by either,1,1
CBS,NL,8/15/2022,Atlantic,1,1,1,481,0,S,induced by either,1,1
CBS,NL,9/15/2022,Atlantic,1,0.9993,1,464,0,S,induced by either,1,1
CBS,NL,10/15/2022,Atlantic,1,0.9986,1,478,0,S,induced by either,1,1
CBS,NL,11/15/2022,Atlantic,1,1,1,1238,0,S,induced by either,1,1
CBS,NL,12/15/2022,Atlantic,1,1,1,14903,0,S,induced by either,1,1
CBS,NL,1/15/2023,Atlantic,1,1,1,14008,0,S,induced by either,1,1
CBS,NL,2/14/2023,Atlantic,1,1,1,440,0,S,induced by either,1,1
CBS,NL,3/15/2023,Atlantic,1,0.9966,1,555,0,S,induced by either,1,1
CBS,NL,4/15/2023,Atlantic,1,0.9966,1,649,0,S,induced by either,1,1
CBS,NL,5/15/2023,Atlantic,1,1,1,14183,0,S,induced by either,1,1
CBS,NL,6/15/2023,Atlantic,1,1,1,15463,0,S,induced by either,1,1
CBS,NL,7/15/2023,Atlantic,1,1,1,15380,0,S,induced by either,1,1
CBS,NL,8/15/2023,Atlantic,1,1,1,14977,0,S,induced by either,1,1
CBS,NL,9/15/2023,Atlantic,1,1,1,460,0,S,induced by either,1,1
CBS,NL,10/15/2023,Atlantic,1,1,1,416,0,S,induced by either,1,1
CBS,NL,11/15/2023,Atlantic,1,1,1,522,0,S,induced by either,1,1
CBS,NL,12/15/2023,Atlantic,1,1,1,449,0,S,induced by either,1,1
CCAHS,NL,4/24/2022,Atlantic,0.4722,0.4171,0.5273,350,0,N,infection-induced,NA,NA
CCAHS,NL,6/3/2022,Atlantic,0.4843,0.4294,0.5391,307,0,N,infection-induced,NA,NA
CCAHS,NL,6/28/2022,Atlantic,0.5616,0.5015,0.6218,299,0,N,infection-induced,NA,NA
ANTE,NS,9/2/2020,Atlantic,0.002,5.00E-04,0.006,517,1,N,infection-induced,NA,1
ANTE,NS,11/25/2020,Atlantic,0.0096,NA,NA,200,1,N,infection-induced,NA,1
CBS,NS,6/14/2020,Atlantic,0.0069,0.0033,0.0105,3408,0,N,infection-induced,1,1
CBS,NS,10/21/2020,Atlantic,0.0098,0.0011,0.0185,1083,0,N,infection-induced,1,1
CBS,NS,11/16/2020,Atlantic,0.0019,0,0.0065,890,0,N,infection-induced,1,1
CBS,NS,12/16/2020,Atlantic,0.0062,0,0.013,978,0,N,infection-induced,1,1
CBS,NS,1/14/2021,Atlantic,0.0039,0,0.0082,1348,0,N,infection-induced,1,1
CBS,NS,3/6/2021,Atlantic,0,0,0.0029,614,0,N,infection-induced,1,1
CBS,NS,4/21/2021,Atlantic,0.0043,0,0.0108,796,0,N,infection-induced,1,1
CBS,NS,5/28/2021,Atlantic,0.0075,0,0.0152,678,0,N,infection-induced,1,1
CBS,NS,6/21/2021,Atlantic,0.0027,0,0.0084,690,0,N,infection-induced,1,1
CBS,NS,7/18/2021,Atlantic,0.0035,0,0.0118,579,0,N,infection-induced,1,1
CBS,NS,8/20/2021,Atlantic,0.0025,0,0.01,398,0,N,infection-induced,1,1
CBS,NS,9/19/2021,Atlantic,0.0043,0,0.0129,499,0,N,infection-induced,1,1
CBS,NS,10/18/2021,Atlantic,0.0107,0,0.0228,530,0,N,infection-induced,1,1
CBS,NS,11/18/2021,Atlantic,0.0057,0,0.0153,537,0,N,infection-induced,1,1
CBS,NS,12/22/2021,Atlantic,0.0025,0,0.0079,649,0,N,infection-induced,1,1
CBS,NS,1/4/2022,Atlantic,0.0099,0,0.0407,535,0,N,infection-induced,1,1
CBS,NS,1/12/2022,Atlantic,0.0096,0,0.0233,342,0,N,infection-induced,1,1
CBS,NS,1/20/2022,Atlantic,0.0581,0.0379,0.0783,441,0,N,infection-induced,1,1
CBS,NS,1/28/2022,Atlantic,0.0842,0.0584,0.11,442,0,N,infection-induced,1,1
CBS,NS,2/4/2022,Atlantic,0.0998,0.0682,0.1314,260,0,N,infection-induced,1,1
CBS,NS,2/11/2022,Atlantic,0.0311,0,0.0752,51,0,N,infection-induced,1,1
CBS,NS,2/18/2022,Atlantic,0.1153,0.0798,0.1507,307,0,N,infection-induced,1,1
CBS,NS,2/25/2022,Atlantic,0.1736,0.1351,0.2121,355,0,N,infection-induced,1,1
CBS,NS,3/4/2022,Atlantic,0.179,0.1326,0.2254,393,0,N,infection-induced,1,1
CBS,NS,3/11/2022,Atlantic,0.1846,0.1316,0.2376,311,0,N,infection-induced,1,1
CBS,NS,3/19/2022,Atlantic,0.1988,0.1326,0.2841,168,0,N,infection-induced,1,1
CBS,NS,3/27/2022,Atlantic,0.1652,0.1119,0.2184,168,0,N,infection-induced,1,1
CBS,NS,4/4/2022,Atlantic,0.209,0.1587,0.2592,262,0,N,infection-induced,1,1
CBS,NS,4/11/2022,Atlantic,0.2024,0.1523,0.2525,258,0,N,infection-induced,1,1
CBS,NS,4/20/2022,Atlantic,0.1588,0.1192,0.1985,416,0,N,infection-induced,1,1
CBS,NS,4/27/2022,Atlantic,0.2517,0.2027,0.3007,382,0,N,infection-induced,1,1
CBS,NS,5/4/2022,Atlantic,0.3171,0.2624,0.3717,441,0,N,infection-induced,1,1
CBS,NS,5/11/2022,Atlantic,0.3349,0.2794,0.3904,437,0,N,infection-induced,1,1
CBS,NS,5/20/2022,Atlantic,0.3476,0.276,0.4192,212,0,N,infection-induced,1,1
CBS,NS,5/28/2022,Atlantic,0.3621,0.3046,0.4196,344,0,N,infection-induced,1,1
CBS,NS,6/4/2022,Atlantic,0.3909,0.3208,0.4609,198,0,N,infection-induced,1,1
CBS,NS,6/11/2022,Atlantic,0.4052,0.3503,0.4602,366,0,N,infection-induced,1,1
CBS,NS,6/20/2022,Atlantic,0.4124,0.3608,0.464,419,0,N,infection-induced,1,1
CBS,NS,6/27/2022,Atlantic,0.4457,0.3885,0.503,345,0,N,infection-induced,1,1
CBS,NS,7/4/2022,Atlantic,0.3807,0.3258,0.4355,423,0,N,infection-induced,1,1
CBS,NS,7/12/2022,Atlantic,0.4145,0.3656,0.4658,518,0,N,infection-induced,1,1
CBS,NS,7/20/2022,Atlantic,0.475,0.4149,0.5361,380,0,N,infection-induced,1,1
CBS,NS,7/28/2022,Atlantic,0.4976,0.4261,0.569,281,0,N,infection-induced,1,1
CBS,NS,8/4/2022,Atlantic,0.4758,0.4153,0.5364,300,0,N,infection-induced,1,1
CBS,NS,8/12/2022,Atlantic,0.4879,0.4142,0.5615,230,0,N,infection-induced,1,1
CBS,NS,8/20/2022,Atlantic,0.5187,0.4665,0.571,300,0,N,infection-induced,1,1
CBS,NS,8/28/2022,Atlantic,0.5288,0.4829,0.5748,561,0,N,infection-induced,1,1
CBS,NS,9/4/2022,Atlantic,0.5079,0.4442,0.5716,338,0,N,infection-induced,1,1
CBS,NS,9/11/2022,Atlantic,0.5685,0.5109,0.6261,415,0,N,infection-induced,1,1
CBS,NS,9/20/2022,Atlantic,0.6102,0.5364,0.684,204,0,N,infection-induced,1,1
CBS,NS,9/27/2022,Atlantic,0.613,0.5222,0.6378,359,0,N,infection-induced,1,1
CBS,NS,10/4/2022,Atlantic,0.6651,0.5866,0.7437,172,0,N,infection-induced,1,1
CBS,NS,10/11/2022,Atlantic,0.5852,0.536,0.6343,460,0,N,infection-induced,1,1
CBS,NS,10/20/2022,Atlantic,0.6309,0.5746,0.6872,319,0,N,infection-induced,1,1
CBS,NS,10/28/2022,Atlantic,0.6949,0.502,0.7526,279,0,N,infection-induced,1,1
CBS,NS,11/4/2022,Atlantic,0.6568,0.5977,0.7159,345,0,N,infection-induced,1,1
CBS,NS,11/11/2022,Atlantic,0.7501,0.68,0.8202,130,0,N,infection-induced,1,1
CBS,NS,11/20/2022,Atlantic,0.65,0.595,0.705,31,0,N,infection-induced,1,1
CBS,NS,11/27/2022,Atlantic,0.6723,0.5987,0.646,184,0,N,infection-induced,1,1
CBS,NS,12/4/2022,Atlantic,0.5925,0.5267,0.6583,214,0,N,infection-induced,1,1
CBS,NS,12/11/2022,Atlantic,0.6489,0.6011,0.6968,387,0,N,infection-induced,1,1
CBS,NS,12/20/2022,Atlantic,0.6859,0.6369,0.7348,408,0,N,infection-induced,1,1
CBS,NS,12/27/2022,Atlantic,0.7495,0.5959,0.8022,295,0,N,infection-induced,1,1
CBS,NS,1/4/2023,Atlantic,0.7587,0.7055,0.8119,284,0,N,infection-induced,1,1
CBS,NS,1/11/2023,Atlantic,0.7386,0.6823,0.7949,279,0,N,infection-induced,1,1
CBS,NS,1/20/2023,Atlantic,0.7075,0.6503,0.7647,262,0,N,infection-induced,1,1
CBS,NS,1/27/2023,Atlantic,0.6892,0.6618,0.7041,307,0,N,infection-induced,1,1
CBS,NS,2/4/2023,Atlantic,0.7462,0.6891,0.8032,261,0,N,infection-induced,1,1
CBS,NS,2/4/2023,Atlantic,0.7368,0.6835,0.7902,307,0,N,infection-induced,1,1
CBS,NS,2/18/2023,Atlantic,0.6996,0.6492,0.7499,369,0,N,infection-induced,1,1
CBS,NS,2/25/2023,Atlantic,0.7553,0.7083,0.8023,409,0,N,infection-induced,1,1
CBS,NS,3/4/2023,Atlantic,0.8013,0.7281,0.8745,54,0,N,infection-induced,1,1
CBS,NS,3/11/2023,Atlantic,0.7754,0.7291,0.8218,216,0,N,infection-induced,1,1
CBS,NS,3/18/2023,Atlantic,0.8013,0.7281,0.8745,56,0,N,infection-induced,1,1
CBS,NS,3/26/2023,Atlantic,0.7163,0.6779,0.7546,301,0,N,infection-induced,1,1
CBS,NS,4/4/2023,Atlantic,0.783,0.7242,0.8418,318,0,N,infection-induced,1,1
CBS,NS,4/11/2023,Atlantic,0.7327,0.6753,0.7901,364,0,N,infection-induced,1,1
CBS,NS,4/18/2023,Atlantic,0.7217,0.6601,0.7832,338,0,N,infection-induced,1,1
CBS,NS,4/26/2023,Atlantic,0.7681,0.7291,0.8072,692,0,N,infection-induced,1,1
CBS,NS,5/4/2023,Atlantic,0.7495,0.7068,0.7923,393,0,N,infection-induced,1,1
CBS,NS,5/11/2023,Atlantic,0.7297,0.6697,0.7898,197,0,N,infection-induced,1,1
CBS,NS,5/18/2023,Atlantic,0.7411,0.6752,0.8071,151,0,N,infection-induced,1,1
CBS,NS,5/27/2023,Atlantic,0.7225,0.6707,0.7743,284,0,N,infection-induced,1,1
CBS,NS,6/4/2023,Atlantic,0.8694,0.7755,0.9634,49,0,N,infection-induced,1,1
CBS,NS,6/11/2023,Atlantic,0.7452,0.6715,0.8189,136,0,N,infection-induced,1,1
CBS,NS,6/18/2023,Atlantic,0.7142,0.6773,0.751,566,0,N,infection-induced,1,1
CBS,NS,6/27/2023,Atlantic,0.7728,0.7261,0.8196,296,0,N,infection-induced,1,1
CBS,NS,7/4/2023,Atlantic,0.7448,0.7038,0.7858,416,0,N,infection-induced,1,1
CBS,NS,7/11/2023,Atlantic,0.7638,0.6836,0.8441,106,0,N,infection-induced,1,1
CBS,NS,7/18/2023,Atlantic,0.7315,0.676,0.7871,236,0,N,infection-induced,1,1
CBS,NS,7/27/2023,Atlantic,0.7515,0.701,0.802,260,0,N,infection-induced,1,1
CBS,NS,8/4/2023,Atlantic,0.7539,0.6851,0.8227,182,0,N,infection-induced,1,1
CBS,NS,8/11/2023,Atlantic,0.7679,0.7163,0.8195,317,0,N,infection-induced,1,1
CBS,NS,8/18/2023,Atlantic,0.7581,0.7118,0.8043,397,0,N,infection-induced,1,1
CBS,NS,8/27/2023,Atlantic,0.7294,0.6833,0.7755,408,0,N,infection-induced,1,1
CBS,NS,9/4/2023,Atlantic,0.7336,0.6874,0.7797,375,0,N,infection-induced,1,1
CBS,NS,9/11/2023,Atlantic,0.771,0.7249,0.817,343,0,N,infection-induced,1,1
CBS,NS,9/18/2023,Atlantic,0.7418,0.6735,0.81,157,0,N,infection-induced,1,1
CBS,NS,9/27/2023,Atlantic,0.7146,0.6545,0.7748,224,0,N,infection-induced,1,1
CBS,NS,10/4/2023,Atlantic,0.85,0.81,0.9,216,0,N,infection-induced,1,1
CBS,NS,10/11/2023,Atlantic,0.7442,0.6935,0.7948,272,0,N,infection-induced,1,1
CBS,NS,10/18/2023,Atlantic,0.75,0.69,0.82,147,0,N,infection-induced,1,1
CBS,NS,10/27/2023,Atlantic,0.78,0.73,0.82,340,0,N,infection-induced,1,1
CBS,NS,11/4/2023,Atlantic,0.7475,0.6941,0.801,321,0,N,infection-induced,1,1
CBS,NS,11/11/2023,Atlantic,0.7617,0.7089,0.8146,341,0,N,infection-induced,1,1
CBS,NS,11/18/2023,Atlantic,0.7986,0.7493,0.848,312,0,N,infection-induced,1,1
CBS,NS,11/27/2023,Atlantic,0.8216,0.8099,0.8334,3561,0,N,infection-induced,1,1
CBS,NS,12/4/2023,Atlantic,0.8026,0.7535,0.8517,239,0,N,infection-induced,1,1
CBS,NS,12/11/2023,Atlantic,0.8177,0.7647,0.8707,193,0,N,infection-induced,1,1
CBS,NS,12/18/2023,Atlantic,0.7909,0.747,0.8349,328,0,N,infection-induced,1,1
CBS,NS,12/27/2023,Atlantic,0.7967,0.7491,0.8444,269,0,N,infection-induced,1,1
CBS,NS,1/14/2021,Atlantic,0.0059,0,0.0118,1348,0,S,induced by either,1,1
CBS,NS,3/6/2021,Atlantic,0.0254,0.0115,0.0393,614,0,S,induced by either,1,1
CBS,NS,4/21/2021,Atlantic,0.1302,0.1022,0.1582,796,0,S,induced by either,1,1
CBS,NS,5/28/2021,Atlantic,0.4885,0.4478,0.5292,678,0,S,induced by either,1,1
CBS,NS,6/21/2021,Atlantic,0.8941,0.8673,0.921,690,0,S,induced by either,1,1
CBS,NS,7/18/2021,Atlantic,0.9425,0.9134,0.9715,579,0,S,induced by either,1,1
CBS,NS,8/20/2021,Atlantic,0.9924,0.9717,1,398,0,S,induced by either,1,1
CBS,NS,9/19/2021,Atlantic,0.9715,0.95,0.9929,499,0,S,induced by either,1,1
CBS,NS,10/18/2021,Atlantic,0.9904,0.9746,1,9627,0,S,induced by either,1,1
CBS,NS,11/18/2021,Atlantic,1,0.9953,1,9018,0,S,induced by either,1,1
CBS,NS,12/22/2021,Atlantic,0.9969,0.9869,1,649,0,S,induced by either,1,1
CBS,NS,1/15/2022,Atlantic,1,0.994,1,1712,0,S,induced by either,1,1
CBS,NS,2/14/2022,Atlantic,1,1,1,962,0,S,induced by either,1,1
CBS,NS,3/16/2022,Atlantic,0.9995,0.9923,1,1067,0,S,induced by either,1,1
CBS,NS,4/15/2022,Atlantic,1,0.9952,1,1287,0,S,induced by either,1,1
CBS,NS,5/15/2022,Atlantic,1,0.9992,1,1388,0,S,induced by either,1,1
CBS,NS,6/15/2022,Atlantic,1,0.9993,1,1276,0,S,induced by either,1,1
CBS,NS,7/16/2022,Atlantic,1,0.9997,1,1504,0,S,induced by either,1,1
CBS,NS,8/15/2022,Atlantic,1,1,1,1517,0,S,induced by either,1,1
CBS,NS,9/15/2022,Atlantic,1,1,1,1396,0,S,induced by either,1,1
CBS,NS,10/15/2022,Atlantic,1,1,1,1203,0,S,induced by either,1,1
CBS,NS,11/15/2022,Atlantic,1,1,1,14761,0,S,induced by either,1,1
CBS,NS,12/15/2022,Atlantic,1,1,1,613,0,S,induced by either,1,1
CBS,NS,1/15/2023,Atlantic,1,1,1,830,0,S,induced by either,1,1
CBS,NS,2/14/2023,Atlantic,1,1,1,1298,0,S,induced by either,1,1
CBS,NS,3/15/2023,Atlantic,1,1,1,627,0,S,induced by either,1,1
CBS,NS,4/15/2023,Atlantic,1,1,1,1712,0,S,induced by either,1,1
CBS,NS,5/15/2023,Atlantic,1,1,1,837,0,S,induced by either,1,1
CBS,NS,6/15/2023,Atlantic,1,1,1,531,0,S,induced by either,1,1
CBS,NS,7/15/2023,Atlantic,1,1,1,670,0,S,induced by either,1,1
CBS,NS,8/15/2023,Atlantic,1,1,1,640,0,S,induced by either,1,1
CBS,NS,9/15/2023,Atlantic,1,1,1,1098,0,S,induced by either,1,1
CBS,NS,10/15/2023,Atlantic,1,1,1,975,0,S,induced by either,1,1
CBS,NS,11/15/2023,Atlantic,1,1,1,1397,0,S,induced by either,1,1
CBS,NS,12/15/2023,Atlantic,1,1,1,1029,0,S,induced by either,1,1
CCAHS,NS,4/24/2022,Atlantic,0.4456,0.4046,0.4866,501,0,N,infection-induced,NA,NA
CCAHS,NS,6/3/2022,Atlantic,0.4223,0.3792,0.4654,494,0,N,infection-induced,NA,NA
CCAHS,NS,6/28/2022,Atlantic,0.5495,0.4994,0.5996,471,0,N,infection-induced,NA,NA
ANTE,ON,11/25/2020,Eastern,0.0567,NA,NA,200,1,N,infection-induced,NA,1
CBS,ON,6/14/2020,Eastern,0.0088,0.0078,0.0099,37928,0,N,infection-induced,1,1
CBS,ON,10/21/2020,Eastern,0.0087,0.0065,0.0108,11808,0,N,infection-induced,1,1
CBS,ON,11/16/2020,Eastern,0.0077,0.0056,0.0097,11662,0,N,infection-induced,1,1
CBS,ON,12/16/2020,Eastern,0.0116,0.0093,0.014,6319,0,N,infection-induced,1,1
CBS,ON,1/14/2021,Eastern,0.0192,0.017,0.0214,13616,0,N,infection-induced,1,1
CBS,ON,3/6/2021,Eastern,0.0278,0.0241,0.0314,8015,0,N,infection-induced,1,1
CBS,ON,4/21/2021,Eastern,0.034,0.03,0.038,7777,0,N,infection-induced,1,1
CBS,ON,5/28/2021,Eastern,0.041,0.0366,0.0453,8026,0,N,infection-induced,1,1
CBS,ON,6/21/2021,Eastern,0.0446,0.0402,0.0491,6983,0,N,infection-induced,1,1
CBS,ON,7/18/2021,Eastern,0.0376,0.0317,0.0436,2500,0,N,infection-induced,1,1
CBS,ON,8/20/2021,Eastern,0.0436,0.0375,0.0497,3155,0,N,infection-induced,1,1
CBS,ON,9/19/2021,Eastern,0.0376,0.0319,0.0432,3107,0,N,infection-induced,1,1
CBS,ON,10/18/2021,Eastern,0.0333,0.028,0.0385,3200,0,N,infection-induced,1,1
CBS,ON,11/18/2021,Eastern,0.0404,0.0345,0.0463,2835,0,N,infection-induced,1,1
CBS,ON,12/22/2021,Eastern,0.0543,0.0494,0.0592,7178,0,N,infection-induced,1,1
CBS,ON,1/4/2022,Eastern,0.0636,0.0556,0.0716,3593,0,N,infection-induced,1,1
CBS,ON,1/12/2022,Eastern,0.096,0.0874,0.1046,3615,0,N,infection-induced,1,1
CBS,ON,1/20/2022,Eastern,0.1459,0.1322,0.1597,2414,0,N,infection-induced,1,1
CBS,ON,1/28/2022,Eastern,0.1634,0.152,0.1749,3697,0,N,infection-induced,1,1
CBS,ON,2/4/2022,Eastern,0.2133,0.1956,0.231,2046,0,N,infection-induced,1,1
CBS,ON,2/11/2022,Eastern,0.2119,0.1999,0.2238,4376,0,N,infection-induced,1,1
CBS,ON,2/18/2022,Eastern,0.2196,0.2072,0.232,4292,0,N,infection-induced,1,1
CBS,ON,2/25/2022,Eastern,0.232,0.2192,0.2448,3891,0,N,infection-induced,1,1
CBS,ON,3/4/2022,Eastern,0.2608,0.2458,0.2758,2937,0,N,infection-induced,1,1
CBS,ON,3/11/2022,Eastern,0.2496,0.2351,0.2642,2810,0,N,infection-induced,1,1
CBS,ON,3/19/2022,Eastern,0.2694,0.2546,0.387,2677,0,N,infection-induced,1,1
CBS,ON,3/27/2022,Eastern,0.2727,0.2567,0.2888,2677,0,N,infection-induced,1,1
CBS,ON,4/4/2022,Eastern,0.3069,0.2907,0.3231,2805,0,N,infection-induced,1,1
CBS,ON,4/11/2022,Eastern,0.3376,0.3231,0.3522,3894,0,N,infection-induced,1,1
CBS,ON,4/20/2022,Eastern,0.3654,0.3519,0.3789,4674,0,N,infection-induced,1,1
CBS,ON,4/27/2022,Eastern,0.3748,0.2576,0.392,2868,0,N,infection-induced,1,1
CBS,ON,5/4/2022,Eastern,0.4116,0.3967,0.4266,3671,0,N,infection-induced,1,1
CBS,ON,5/11/2022,Eastern,0.458,0.4419,0.474,3297,0,N,infection-induced,1,1
CBS,ON,5/20/2022,Eastern,0.4438,0.4291,0.4539,3753,0,N,infection-induced,1,1
CBS,ON,5/28/2022,Eastern,0.4805,0.435,0.4963,3605,0,N,infection-induced,1,1
CBS,ON,6/4/2022,Eastern,0.4868,0.4708,0.5027,3642,0,N,infection-induced,1,1
CBS,ON,6/11/2022,Eastern,0.4924,0.4775,0.5072,3847,0,N,infection-induced,1,1
CBS,ON,6/20/2022,Eastern,0.4729,0.459,0.5869,4311,0,N,infection-induced,1,1
CBS,ON,6/27/2022,Eastern,0.5715,0.4547,0.4883,3033,0,N,infection-induced,1,1
CBS,ON,7/4/2022,Eastern,0.4942,0.4786,0.5097,3794,0,N,infection-induced,1,1
CBS,ON,7/12/2022,Eastern,0.5164,0.4106,0.5316,3950,0,N,infection-induced,1,1
